feature,importance
cas_sentinelles,0.24260213525335544
month,0.21154296506695922
ias_syndrome_grippal,0.08882484405761766
urgences_grippe_ma8,0.046740087502997234
urgences_grippe_lag1,0.025890041245928044
ias_syndrome_grippal_lag12,0.02506861929311421
ias_syndrome_grippal_ma8,0.022548812294703863
urgences_grippe_lag2,0.02167778520136214
flurisk,0.019139673004490793
urgences_grippe_lag12,0.019080495565953967
is_autumn,0.018505227098307465
ias_syndrome_grippal_ma4,0.017824760776741833
urgences_per_100k,0.01765335981147388
ias_syndrome_grippal_lag3,0.016511944592662496
urgences_grippe_ma4,0.01382568075922436
cas_sentinelles_ma8,0.012776659546409889
ias_syndrome_grippal_lag4,0.012427864664027097
urgences_grippe_lag8,0.011840080249270486
cas_sentinelles_ma3,0.011364463970154797
taux_vaccination,0.011122153310747436
urgences_grippe_ma3,0.01091773047878794
ias_syndrome_grippal_lag8,0.010781281419051044
cas_sentinelles_lag12,0.010681713480084724
urgences_grippe_lag4,0.010398207500843295
ias_syndrome_grippal_lag2,0.010197599329258318
cas_sentinelles_lag8,0.009391456295629803
urgences_grippe_lag3,0.009268502024566033
ias_syndrome_grippal_ma3,0.008691434685532469
ias_syndrome_grippal_lag1,0.007985849531733542
cas_sentinelles_lag3,0.006967682273220773
cas_sentinelles_lag4,0.006456235834578266
cas_sentinelles_ma4,0.006259793030941182
sentinelles_per_100k,0.005841278738453136
is_winter,0.005450419132057336
cas_sentinelles_lag1,0.005052783158201179
cas_sentinelles_lag2,0.004545503566849877
pct_65_plus,0.0027980522779394836
population_totale,0.0013468239767691782
humidity_high,0.0
temp_warm,0.0
wiki_grippe_views_ma8,0.0
wiki_grippe_views_ma3,0.0
wiki_grippe_views_ma4,0.0
wiki_vaccination_views_ma3,0.0
wiki_vaccination_views_ma4,0.0
wiki_vaccination_views_ma8,0.0
temp_cold,0.0
temp_mild,0.0
wiki_grippe_views,0.0
wiki_vaccination_views_lag12,0.0
wiki_grippe_views_lag3,0.0
wiki_grippe_views_zscore,0.0
wiki_vaccination_views_zscore,0.0
temperature,0.0
humidity,0.0
wiki_grippe_views_lag1,0.0
wiki_vaccination_views,0.0
wiki_grippe_views_lag4,0.0
wiki_vaccination_views_lag8,0.0
wiki_grippe_views_lag8,0.0
wiki_grippe_views_lag12,0.0
wiki_vaccination_views_lag1,0.0
wiki_vaccination_views_lag2,0.0
wiki_vaccination_views_lag3,0.0
wiki_vaccination_views_lag4,0.0
wiki_grippe_views_lag2,0.0
