region,temperature,humidity,date
Auvergne-Rhône-Alpes,8.166666666666666,89.10000000000001,2023-10-17
Bourgogne-Franche-Comté,11.033333333333333,78.39999999999999,2023-10-17
Bretagne,8.4,79.2,2023-10-17
Centre-Val de Loire,7.166666666666667,86.16666666666667,2023-10-17
Corse,10.166666666666666,82.16666666666667,2023-10-17
Grand Est,10.466666666666667,82.10000000000001,2023-10-17
Hauts-de-France,7.466666666666666,85.89999999999999,2023-10-17
Normandie,6.966666666666666,89.13333333333333,2023-10-17
Nouvelle-Aquitaine,8.200000000000001,78.93333333333334,2023-10-17
Occitanie,10.733333333333334,75.33333333333333,2023-10-17
Pays de la Loire,8.799999999999999,81.36666666666667,2023-10-17
Provence-Alpes-Côte d'Azur,10.533333333333333,84.2,2023-10-17
Île-de-France,11.0,81.03333333333333,2023-10-17
Auvergne-Rhône-Alpes,7.857142857142857,86.17142857142858,2023-10-24
Bourgogne-Franche-Comté,9.114285714285714,82.11428571428571,2023-10-24
Bretagne,9.971428571428572,78.2,2023-10-24
Centre-Val de Loire,11.457142857142857,74.44285714285715,2023-10-24
Corse,9.528571428571428,79.74285714285715,2023-10-24
Grand Est,10.428571428571429,77.07142857142857,2023-10-24
Hauts-de-France,10.314285714285715,79.71428571428571,2023-10-24
Normandie,8.171428571428573,84.15714285714286,2023-10-24
Nouvelle-Aquitaine,8.857142857142858,80.98571428571428,2023-10-24
Occitanie,8.3,83.37142857142858,2023-10-24
Pays de la Loire,9.328571428571427,79.02857142857144,2023-10-24
Provence-Alpes-Côte d'Azur,8.528571428571428,82.22857142857143,2023-10-24
Île-de-France,8.514285714285714,84.3,2023-10-24
Auvergne-Rhône-Alpes,7.742857142857142,86.31428571428572,2023-10-31
Bourgogne-Franche-Comté,8.185714285714285,81.27142857142857,2023-10-31
Bretagne,8.042857142857143,83.89999999999999,2023-10-31
Centre-Val de Loire,8.357142857142858,85.01428571428572,2023-10-31
Corse,6.814285714285715,82.67142857142858,2023-10-31
Grand Est,6.742857142857143,85.39999999999999,2023-10-31
Hauts-de-France,8.2,82.02857142857142,2023-10-31
Normandie,5.557142857142857,90.54285714285713,2023-10-31
Nouvelle-Aquitaine,9.1,83.07142857142857,2023-10-31
Occitanie,7.171428571428572,83.10000000000001,2023-10-31
Pays de la Loire,6.885714285714286,85.07142857142857,2023-10-31
Provence-Alpes-Côte d'Azur,7.7,84.61428571428573,2023-10-31
Île-de-France,7.542857142857144,87.38571428571429,2023-10-31
Auvergne-Rhône-Alpes,7.642857142857143,82.92857142857143,2023-11-07
Bourgogne-Franche-Comté,9.442857142857141,81.55714285714285,2023-11-07
Bretagne,8.528571428571428,83.2,2023-11-07
Centre-Val de Loire,7.185714285714285,88.94285714285715,2023-11-07
Corse,6.242857142857143,87.08571428571429,2023-11-07
Grand Est,6.685714285714285,86.34285714285714,2023-11-07
Hauts-de-France,9.814285714285715,79.77142857142857,2023-11-07
Normandie,8.314285714285715,84.88571428571429,2023-11-07
Nouvelle-Aquitaine,7.7,84.97142857142856,2023-11-07
Occitanie,7.714285714285714,83.61428571428571,2023-11-07
Pays de la Loire,6.914285714285714,83.68571428571428,2023-11-07
Provence-Alpes-Côte d'Azur,6.871428571428572,86.47142857142856,2023-11-07
Île-de-France,6.642857142857143,89.10000000000001,2023-11-07
Auvergne-Rhône-Alpes,5.5,84.62857142857142,2023-11-14
Bourgogne-Franche-Comté,7.171428571428572,84.52857142857142,2023-11-14
Bretagne,8.142857142857142,82.78571428571429,2023-11-14
Centre-Val de Loire,5.428571428571429,88.77142857142857,2023-11-14
Corse,5.828571428571428,86.68571428571428,2023-11-14
Grand Est,6.571428571428571,86.08571428571429,2023-11-14
Hauts-de-France,5.957142857142857,86.2,2023-11-14
Normandie,8.1,84.51428571428572,2023-11-14
Nouvelle-Aquitaine,8.842857142857143,80.31428571428572,2023-11-14
Occitanie,8.085714285714285,84.84285714285714,2023-11-14
Pays de la Loire,6.942857142857143,84.85714285714286,2023-11-14
Provence-Alpes-Côte d'Azur,4.928571428571429,88.22857142857143,2023-11-14
Île-de-France,6.0857142857142845,87.92857142857143,2023-11-14
Auvergne-Rhône-Alpes,7.257142857142858,85.12857142857142,2023-11-21
Bourgogne-Franche-Comté,5.371428571428572,88.8,2023-11-21
Bretagne,6.771428571428571,83.14285714285714,2023-11-21
Centre-Val de Loire,5.271428571428571,86.51428571428572,2023-11-21
Corse,7.6000000000000005,82.2,2023-11-21
Grand Est,5.485714285714286,90.41428571428571,2023-11-21
Hauts-de-France,5.585714285714286,86.05714285714285,2023-11-21
Normandie,4.585714285714286,91.68571428571428,2023-11-21
Nouvelle-Aquitaine,6.542857142857143,87.38571428571429,2023-11-21
Occitanie,5.0,87.95714285714287,2023-11-21
Pays de la Loire,5.757142857142857,88.28571428571429,2023-11-21
Provence-Alpes-Côte d'Azur,6.2,87.17142857142858,2023-11-21
Île-de-France,6.014285714285714,85.8,2023-11-21
Auvergne-Rhône-Alpes,5.457142857142857,91.22857142857143,2023-11-28
Bourgogne-Franche-Comté,5.171428571428571,86.62857142857142,2023-11-28
Bretagne,4.428571428571429,88.17142857142858,2023-11-28
Centre-Val de Loire,4.728571428571429,90.57142857142857,2023-11-28
Corse,6.1000000000000005,85.28571428571429,2023-11-28
Grand Est,6.085714285714286,90.21428571428571,2023-11-28
Hauts-de-France,5.985714285714286,87.32857142857142,2023-11-28
Normandie,5.471428571428571,87.92857142857143,2023-11-28
Nouvelle-Aquitaine,6.714285714285714,87.89999999999999,2023-11-28
Occitanie,5.614285714285714,89.48571428571428,2023-11-28
Pays de la Loire,4.271428571428571,90.51428571428572,2023-11-28
Provence-Alpes-Côte d'Azur,8.7,81.77142857142857,2023-11-28
Île-de-France,4.257142857142857,89.67142857142858,2023-11-28
Auvergne-Rhône-Alpes,3.9857142857142853,92.05714285714285,2023-12-05
Bourgogne-Franche-Comté,6.2,85.62857142857142,2023-12-05
Bretagne,3.542857142857143,92.24285714285715,2023-12-05
Centre-Val de Loire,4.571428571428571,89.47142857142856,2023-12-05
Corse,6.5,85.67142857142858,2023-12-05
Grand Est,6.757142857142857,87.85714285714286,2023-12-05
Hauts-de-France,4.257142857142857,88.95714285714287,2023-12-05
Normandie,7.214285714285714,88.02857142857144,2023-12-05
Nouvelle-Aquitaine,4.757142857142857,90.05714285714285,2023-12-05
Occitanie,6.371428571428572,84.74285714285715,2023-12-05
Pays de la Loire,5.585714285714286,89.62857142857142,2023-12-05
Provence-Alpes-Côte d'Azur,6.671428571428572,86.32857142857142,2023-12-05
Île-de-France,6.957142857142857,87.84285714285714,2023-12-05
Auvergne-Rhône-Alpes,5.542857142857143,89.2,2023-12-12
Bourgogne-Franche-Comté,4.685714285714285,89.07142857142857,2023-12-12
Bretagne,4.742857142857143,88.47142857142856,2023-12-12
Centre-Val de Loire,5.857142857142857,89.60000000000001,2023-12-12
Corse,5.771428571428571,88.58571428571429,2023-12-12
Grand Est,5.571428571428571,87.48571428571428,2023-12-12
Hauts-de-France,5.057142857142857,89.62857142857142,2023-12-12
Normandie,5.028571428571429,85.94285714285715,2023-12-12
Nouvelle-Aquitaine,4.871428571428572,88.32857142857142,2023-12-12
Occitanie,3.314285714285714,91.11428571428571,2023-12-12
Pays de la Loire,6.628571428571428,88.04285714285713,2023-12-12
Provence-Alpes-Côte d'Azur,2.057142857142857,92.22857142857143,2023-12-12
Île-de-France,6.257142857142857,86.64285714285714,2023-12-12
Auvergne-Rhône-Alpes,4.6000000000000005,91.39999999999999,2023-12-19
Bourgogne-Franche-Comté,5.971428571428571,87.35714285714286,2023-12-19
Bretagne,4.371428571428572,91.39999999999999,2023-12-19
Centre-Val de Loire,3.3000000000000003,92.52857142857144,2023-12-19
Corse,4.557142857142857,90.58571428571429,2023-12-19
Grand Est,3.914285714285714,91.72857142857143,2023-12-19
Hauts-de-France,4.114285714285714,89.67142857142858,2023-12-19
Normandie,6.3999999999999995,85.84285714285714,2023-12-19
Nouvelle-Aquitaine,6.214285714285714,88.91428571428571,2023-12-19
Occitanie,3.9428571428571426,93.44285714285715,2023-12-19
Pays de la Loire,4.828571428571428,87.37142857142858,2023-12-19
Provence-Alpes-Côte d'Azur,5.742857142857143,88.62857142857142,2023-12-19
Île-de-France,5.914285714285714,88.48571428571428,2023-12-19
Auvergne-Rhône-Alpes,6.871428571428572,85.62857142857142,2023-12-26
Bourgogne-Franche-Comté,4.7,87.18571428571428,2023-12-26
Bretagne,5.028571428571428,88.91428571428571,2023-12-26
Centre-Val de Loire,4.957142857142857,87.05714285714285,2023-12-26
Corse,7.371428571428572,83.05714285714285,2023-12-26
Grand Est,5.6571428571428575,88.48571428571428,2023-12-26
Hauts-de-France,4.142857142857143,92.88571428571429,2023-12-26
Normandie,5.4,86.41428571428571,2023-12-26
Nouvelle-Aquitaine,4.171428571428572,90.85714285714286,2023-12-26
Occitanie,6.971428571428571,86.35714285714286,2023-12-26
Pays de la Loire,4.357142857142857,90.01428571428572,2023-12-26
Provence-Alpes-Côte d'Azur,4.557142857142857,87.68571428571428,2023-12-26
Île-de-France,2.757142857142857,90.61428571428571,2023-12-26
Auvergne-Rhône-Alpes,5.885714285714286,86.88571428571429,2024-01-02
